Party_Name,Make,Product_Name,Batch_No,Packing,Item_Code,Billed_Qty,Free_Qty,Rate,Total_Amount,Date
"[GUL01] - GULATI MEDICAL, KOTA",ISCON,R-CON DSR CAP (SAMPLE),ILS26G0089,10X1X2 BOX,25RC0059A,10.0,0.0,42.0,411.6,2026-04-07
"[GUL01] - GULATI MEDICAL, KOTA",L & L,L & L FOAMING FACE WASH,ILS26G0089,150 ML,C-588,0.0,1.0,130.0,0.0,2026-04-07
"[GUL01] - GULATI MEDICAL, KOTA",OBGYN,CALOREX-CD TABLET,ILS26G0040,10X10 TAB,NPT-1306,5.0,0.0,136.0,666.4,2026-04-04
"[GUL01] - GULATI MEDICAL, KOTA",OBGYN,FOXYL-OD TABLET,ILS26G0089,10X10 TAB,GT25620,20.0,2.0,130.0,2548.0,2026-04-07
"[GUL01] - GULATI MEDICAL, KOTA",OBGYN,XTRA-M TAB.,ILS26G0089,10X1X10 BOX,GER25002,10.0,1.0,510.0,4998.0,2026-04-07
"[GUL01] - GULATI MEDICAL, KOTA",OTHCURE,ETOPY TABLET,ILS26G0307,10X10 TAB,FT6028,10.0,1.0,620.0,6076.0,2026-04-21
"[GUR08] - GURU KRIPA MEDICAL & EYE CARE U/R, JAISALMER",OBGYN,CALOREX-CD TABLET,ILS26G0424,10X10 TAB,NPT-1306,5.0,0.0,136.0,680.0,2026-04-29
"[GUR08] - GURU KRIPA MEDICAL & EYE CARE U/R, JAISALMER",OBGYN,OVAGEST-200 (SOFTGEL) CAP.,ILS26G0424,10X1X10 CAP,ALH6010A,5.0,0.0,650.0,3250.0,2026-04-29
"[GUR09] - GURUDATTA PHARMA, NASIK",ABY BABY,ABYBABY SHAMPOO,ILS26G0538,100ML BOT,282,0.0,3.0,58.65,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",DERMAS,DEFFEE-6  TAB.,ILS26G0139,10X10 BOX,GAU25007B,5.0,0.0,195.5,977.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",DERMAS,I-CLAMINE LOTION,ILS26G0139,1X100 ML,4131,50.0,0.0,26.35,1317.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",DERMAS,SUPRAMIN CREAM,ILS26G0538,15 GM,5056A,50.0,0.0,11.9,595.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",GIFT,GIFT DIARY-2026,ILS26G0538,1 NOS,2026-1,0.0,3.0,119.0,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",GIFT,GIFT SHOPPING BAG,ILS26G0538,1 NOS,1,0.0,10.0,12.75,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",GIFT,GIFT BALL PEN(ATOM),ILS26G0538,1 NOS,2026,0.0,15.0,0.0,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,BUDABEST-L RESPULES,ILS26G0538,10X5X2ML BOX,R115013E,100.0,30.0,390.0,39000.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,CMT PLUS EYE DROP,ILS26G0538,10 ML,24EI02A,0.0,5.0,11.05,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,COLYTE ORANGE DRINK,ILS26G0139,180 ML,1G25023,30.0,0.0,16.15,484.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,COZITH-250 TAB.,ILS26G0538,6X10 TAB,GAJ26004F,5.0,0.0,293.25,1466.25,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,COZITH-500 (3X10) TAB.,ILS26G0139,10X3 BOX,GAK25032A,10.0,0.0,293.25,2932.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,DICLONEX GEL.,ILS26G0139,30 GM,A2609B,60.0,0.0,14.45,867.0,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,DICLONEX-P TAB.,ILS26G0139,10X10 BOX,26RT0158C,6.0,0.0,63.75,382.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,DOZADIN-5 TABLET,ILS26G0538,10X10 TAB,TG24-1904A,0.0,1.0,69.7,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,DRONE-M,ILS26G0139,10X10 BOX,26RT0126F,5.0,0.0,110.5,552.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,FRESHBANE MOUTHWASH,ILS26G0538,150ML BOT,GE66A,0.0,1.0,39.1,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,GIFT CALENDER - 2026,ILS26G0538,NOS NOS,2026,0.0,3.0,21.25,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,GO-MIGRAIN TABLET,ILS26G0538,10X10 BOX,GENT12333A,0.0,0.2,246.5,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,ISOPROT-MOM PROTEIN POWDER,ILS26G0139,200 GM,KA886,12.0,0.0,91.8,1101.6,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,IVODINE GARGLE,ILS26G0538,100 ML,P2603,12.0,0.0,24.65,295.8,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,IZPO-200 TABLET,ILS26G0538,10X10 BOX,CT26146C,0.0,0.2,501.5,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,KANACON-SB 65 CAPSULE,ILS26G0139,3X10 CAP,UGC25148,10.0,0.0,97.75,977.5,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,LULOZ ULTRA CREAM,ILS26G0538,15GM TUBE,EX-25250,0.0,1.0,17.85,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,LVMONT-XL TABLET,ILS26G0538,10X10 BOX,GFA24002C,0.0,0.2,195.5,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,OXYBID-P NASAL DROP,ILS26G0139,10 ML,061,60.0,0.0,9.35,561.0,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,PIROSIP SYRUP,ILS26G0538,200ML BOT,OML26151,0.0,1.0,61.2,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,RABICON-O TABLET,ILS26G0139,10X10 BOX,UGT25655,10.0,0.0,115.6,1156.0,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,RAYNON-S CREAM,ILS26G0538,50GM TUBE,BCC2507016,0.0,1.0,161.5,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,RCON-LSR CAP.,ILS26G0139,10X10 CAP,GCI25009B,5.0,0.0,170.0,850.0,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,SPENTA-40 TAB.,ILS26G0538,10X10 TAB,OMT26007D,3.0,0.0,81.6,244.8,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,SPENTA-DSR CAP.,ILS26G0139,10X10 CAP,GCF26004A,6.0,0.0,127.5,765.0,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",ISCON,TRETCH STRETCH MARK CREAM,ILS26G0538,50GM TUBE,BCC2601011,0.0,1.0,136.0,0.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",OBGYN,DYDABOON TABLET,ILS26G0139,10X1X10 TAB,UHT25438G,3.0,0.0,1190.0,3570.0,2026-04-10
"[GUR09] - GURUDATTA PHARMA, NASIK",OBGYN,OVAGEST-200 (SOFTGEL) CAP.,ILS26G0538,10X1X10 CAP,ALH6010A,4.0,0.0,578.0,2312.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",OBGYN,RE-PREG SACHET(ORANGE),ILS26G0538,15X10 GM,NZS698,10.0,0.0,151.3,1513.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",PEDIAISCON,BIOLIFE-B SUSPENSION,ILS26G0538,10X5 ML,PL26002,1600.0,20.0,9.35,14960.0,2026-05-06
"[GUR09] - GURUDATTA PHARMA, NASIK",PEDIAISCON,SCOFF-OM 60ML SUSPENSION,ILS26G0538,60 ML,APL25079,50.0,0.0,25.5,1275.0,2026-05-06
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",DERMAS,BENOXY-CL SOAP,ILS26G0083,75GM NOS,BC-002,55.0,5.0,20.05,1102.75,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",DERMAS,CLOTRON POWDER,ILS26G0083,75 GM,CL-3025,45.0,0.0,20.9,940.5,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",DERMAS,MOMFET CREAM 15GM.,ILS26G0083,15 GM,AL/9290,48.0,0.0,14.25,684.0,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",DERMAS,SCABON-S SOAP.,ILS26G0083,75 GM,PS0217,197.0,19.0,23.75,4678.75,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",ISCON,ACLON-COLD TABLET,ILS26G0083,20X10 TAB,GAG24001B,5.0,0.0,237.5,1187.5,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",ISCON,DRONE-M,ILS26G0083,10X10 BOX,26RT0126F,3.0,0.0,137.75,413.25,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",ISCON,FOL-S TABLETS,ILS26G0083,30X10 TAB,GT26092,3.0,0.0,99.75,299.25,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",ISCON,IVODINE GARGLE,ILS26G0083,100 ML,P2512,45.0,0.0,27.55,1239.75,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",PEDIAISCON,ONTRON DROP.,ILS26G0083,30 ML,DLS5802,113.0,12.0,11.4,1288.2,2026-04-07
"[HDC01] - M/S. HDC PHARMACEUTICALS, VELLORE",PEDIAISCON,SCOFF-OM 60ML SUSPENSION,ILS26G0083,60 ML,APL25079,100.0,10.0,27.55,2755.0,2026-04-07
"[HEA12] - HEALTH CARE, DEBRA",DERMAS,LULOZ CREAM 30GM,ILS26G0215,30 GM,CCE25342,100.0,10.0,29.0,2900.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",DERMAS,SILVISTA CREAM,ILS26G0215,15GM TUBE,E561B,15.0,15.0,18.0,270.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",DERMAS,SUPRAMIN CREAM,ILS26G0215,15 GM,5056A,25.0,0.0,15.0,375.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",DERMAS,ZETONE SHAMPOO,ILS26G0215,100 ML,980,50.0,5.0,51.0,2550.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",GIFT,GIFT BALL PEN(ATOM),ILS26G0215,1 NOS,2026,0.0,25.0,0.0,0.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,ALKAROL SYP.,ILS26G0215,100 ML,25LK015,60.0,0.0,21.0,1260.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,BRUTOLIN TAB.,ILS26G0215,10X10 TAB,UGT-251504,20.0,2.0,315.0,6300.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,CALOREX-XT TABLET,ILS26G0215,10X15 TAB,YT2284B,3.0,0.0,389.0,1167.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,CALOREX-MAX SOFTGEL CAPSULES,ILS26G0215,10X1X10 BOX,HPDH25163C,3.0,0.0,394.0,1182.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,CIOLIN-P TABLET,ILS26G0215,10X1X10 TAB,CCT251785B,3.0,0.0,1313.0,3939.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,FX-MONT TAB.,ILS26G0215,10X10 TAB,GBJ25004,10.0,0.0,289.0,2890.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,I-CLOXY MOUTHWASH.,ILS26G0215,150 ML,0698,110.0,10.0,26.0,2860.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,ISODENT GEL.,ILS26G0215,75 GM,B693,4.0,0.0,34.0,136.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,KETOCOS-DT TABLET,ILS26G0215,10X15 TAB,VGT253467C,0.8,0.0,142.0,113.6,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,LACTOCON SOLUTION.,ILS26G0215,225ML BOT,OML26061B,100.0,0.0,110.0,11000.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,LINZON- 600 TAB,ILS26G0215,10X1X10 BOX,GBR25009B,3.0,0.0,840.0,2520.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,ONEM-200  TABLET,ILS26G0215,10X1X6 TAB,CBT25075F,3.0,0.0,1890.0,5670.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,OXYBID-S DROP,ILS26G0215,15 ML,917,110.0,10.0,14.0,1540.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,RCON-DSR CAP.,ILS26G0215,10X10 CAP,GCH26004A,10.0,0.0,131.0,1310.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,SCOFF-OZ TAB.,ILS26G0215,10X10 TAB,VGT253184A,6.0,0.0,263.0,1578.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",ISCON,SODOXIC-300 TABLET,ILS26G0215,1X10X10 TAB,GEW25007E,10.0,0.0,1082.0,10820.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",PEDIAISCON,MOXYCON-CL 228.5 (WFI) DSYP,ILS26G0215,1 BOT,BDF25071B,50.0,0.0,30.0,1500.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",PEDIAISCON,RADIN SUSPENSION,ILS26G0215,100 ML,S25L124,60.0,0.0,28.0,1680.0,2026-04-15
"[HEA12] - HEALTH CARE, DEBRA",PEDIAISCON,REE-D3 DROPS,ILS26G0215,30 ML,SM8101,30.0,0.0,16.0,480.0,2026-04-15
"[HIM01] - HIMCOS LIFECARE, DELHI",BI-CURE,MET-GP TABLET.,ILS26G0058,15X2X5 TAB,THT-25267,5.0,1.0,202.65,1013.25,2026-04-06
"[HIM01] - HIMCOS LIFECARE, DELHI",BI-CURE,TELBICURE-A TABLET,ILS26G0223,10X10 TAB,TG26-0253B,10.0,1.0,116.77,1167.7,2026-04-16
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,CLINDASE GEL,ILS26G0058,20 GM,R01GE2605A,21.0,4.0,18.34,385.14,2026-04-06
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,CLOBESON OINTMENT,ILS26G0093,30 GM,A430C,50.0,10.0,17.37,868.5,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,DEFFEE-6  TAB.,ILS26G0093,10X10 BOX,GAU25007B,10.0,2.0,183.35,1833.5,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,DIVA CREAM (JAR),ILS26G0093,75 GM,4026,50.0,10.0,27.02,1351.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,I-CLAMINE LOTION,ILS26G0093,1X100 ML,4131,134.0,26.0,32.81,4396.54,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,MOMFET CREAM 15GM.,ILS26G0093,15 GM,AL/9290,67.0,13.0,14.48,970.16,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,OCINEEM SOAP,ILS26G0423,100GM NOS,SC1225,25.0,5.0,30.88,772.0,2026-04-29
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,SCABON-C LOTION,ILS26G0093,100ML BOT,236,50.0,10.0,20.27,1013.5,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",DERMAS,TERWIT-500 TAB,ILS26G0186,10X10 TAB,VBT25643,3.0,0.0,506.63,1519.89,2026-04-14
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,BENVER- I TAB,ILS26G0093,5X6 BOX,CCT251661B,10.0,2.0,93.61,936.1,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,CALOREX-D TAB. *,ILS26G0093,15X20 BOX,CX0125309,10.0,2.0,154.4,1544.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,CALOREX-M  TABLET,ILS26G0093,10X10 TAB,AK19067,35.0,7.0,130.28,4559.8,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,CLUB-4G CAP. (DRUG),ILS26G0093,10X1X10 BOX,CD-252720E,10.0,4.0,361.88,3618.8,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,COZITH 500-LB (5X10) TABLET,ILS26G0093,10X5 TAB,GAL25007H,15.5,1.5,554.88,8600.64,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,FOL-S TABLETS,ILS26G0093,30X10 TAB,GT26092,10.0,2.0,101.33,1013.3,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,ISCON MALT,ILS26G0093,400 GM,AMA24001,0.0,3.0,86.85,0.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,ISPO-CV TAB.,ILS26G0093,6X10 BOX,CTH25099A,10.0,2.0,583.83,5838.3,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,KOOLRAFT SYRUP,ILS26G0093,150ML BOT,2506037,20.0,4.0,49.22,984.4,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,LV-MONT TAB.,ILS26G0093,10X10 TAB,OMT26012A,10.0,2.0,125.45,1254.5,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,MECOSON-LC TABLET,ILS26G0093,10X1X10 BOX,ADT252996B,10.0,2.0,337.75,3377.5,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,MOXYCON-CL 375 TAB,ILS26G0093,10X6 BOX,BTC26009A,10.5,2.5,386.0,4053.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,MOXYCON-CL-LB 625 TABLET (POUCH PACK),ILS26G0093,10X1X10 BOX,BTB26027,15.0,0.0,646.55,9698.25,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,NIFTRON-100 TABLET,ILS26G0093,10X10 BOX,2526973,10.0,2.0,173.7,1737.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,OXYRICH CAP.,ILS26G0093,10X1X10 CAP,MNC-12613,10.0,2.0,149.58,1495.8,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,PREGALIFE-D CAPSULES,ILS26G0093,3X10 BOX,HC-2501010,10.0,2.0,62.73,627.3,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,REE-D3 (SOFT GEL) CAP.,ILS26G0093,10X1X4 CAP,BSG251732A,10.0,2.0,154.4,1544.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",ISCON,REE-D3 NANO SHOTS,ILS26G0093,4X5 ML,THL25190,50.0,10.0,49.22,2461.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",OBGYN,FOXYL-OD TABLET,ILS26G0093,10X10 TAB,GT25620,3.0,0.0,125.45,376.35,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",OBGYN,RE-PREG SACHET(ORANGE),ILS26G0372,15X10 GM,NZS698,10.0,2.0,171.77,1717.7,2026-04-25
"[HIM01] - HIMCOS LIFECARE, DELHI",OTHCURE,OD-CERIN TABLET,ILS26G0093,10X1X10 BOX,T250150,10.0,2.0,458.38,4583.8,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",OTHCURE,RHEUFA-5 TABLETS,ILS26G0093,10X1X10 BOX,VGT250091B,10.0,2.0,328.1,3281.0,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",PEDIAISCON,AM-PM JUNIOR SYP,ILS26G0093,100 ML,SM7744,12.0,1.0,17.37,208.44,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",PEDIAISCON,ISPO-CV DRY SYRUP WFI,ILS26G0093,30 ML,CDJ26003A,84.0,16.0,35.71,2999.64,2026-04-07
"[HIM01] - HIMCOS LIFECARE, DELHI",PEDIAISCON,LV-MONT 60ML SUSP.,ILS26G0093,60 ML,GL512022A,167.0,33.0,18.34,3062.78,2026-04-07
"[HUM02] - HUMAN ORGANICS, GWALIOR",BI-CURE,MECONID-NP TAB.,ILS26G0156,10X10 TAB,VGT253163A,18.0,0.0,190.0,3420.0,2026-04-11
"[IMA01] - IMAGE PHARMACEUTICALS, DHARMAPURI",ISCON,HI-CLAR TAB.,ILS26G0019,10X1X10 BOX,AL-25227,3.0,0.0,815.77,2447.31,2026-04-03
"[IMA01] - IMAGE PHARMACEUTICALS, DHARMAPURI",ISCON,CLIDICLON TABLET,ILS26G0111,20X10 TAB,BT25-736,10.0,0.0,174.6,1746.0,2026-04-08
"[IMA01] - IMAGE PHARMACEUTICALS, DHARMAPURI",ISCON,FOL-S TABLETS,ILS26G0462,30X10 TAB,GT26092,20.0,2.0,116.4,2328.0,2026-05-01
"[IMA01] - IMAGE PHARMACEUTICALS, DHARMAPURI",ISCON,ISCOZOLE-D CAP,ILS26G0439,15X20 STRIP,GCE26002,10.0,1.0,261.9,2619.0,2026-04-30
"[IMA01] - IMAGE PHARMACEUTICALS, DHARMAPURI",OBGYN,LETROVA 2.5 MG TAB,ILS26G0019,10X1X5 BOX,MT25157-A,10.0,0.0,145.5,1455.0,2026-04-03
"[IMA01] - IMAGE PHARMACEUTICALS, DHARMAPURI",PEDIAISCON,BIOLIFE SACHET*,ILS26G0439,50X1 GM,NPP-833,10.0,1.0,184.3,1843.0,2026-04-30
"[IND22] - INDIA LIFECARE, AKURDI",ISCON,CEFUROXE-250 TAB.,ILS26G0426,10X1X10 BOX,CTK26001H,3.0,0.0,630.0,1890.0,2026-04-29
"[IND22] - INDIA LIFECARE, AKURDI",ISCON,MECOSON-L SOFTGEL CAPS,ILS26G0252,10X1X10 BOX,CD-252087D,5.0,0.0,300.0,1500.0,2026-04-17
"[IND31] - INDRAYANI MEDICAL STORE, PUNE",ABY BABY,ABYBABY BABY LOTION,ILS26G0507,100 ML,GL29,100.0,0.0,45.0,4500.0,2026-05-05
"[IND31] - INDRAYANI MEDICAL STORE, PUNE",ABY BABY,ABYBABY SOAP,ILS26G0507,75 GM,C-223,25.0,0.0,30.0,750.0,2026-05-05
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ADIVYA,LIVO-M SYP. 200ML,ILS26G0140,200 ML,RP2634,66.0,6.0,24.96,1647.36,2026-04-10
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",GIFT,GIFT MOUSE PAD,ILS26G0336,1 NOS,ADIVYA25,0.0,2.0,46.08,0.0,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",GIFT,GIFT KEY RING,ILS26G0336,1 NOS,1,0.0,5.0,0.0,0.0,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",GIFT,GIFT BALL PEN(ATOM),ILS26G0336,1 NOS,2026,0.0,10.0,0.0,0.0,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,BRUTOLIN-D TAB.,ILS26G0336,10X10 BOX,UGT-26192H,20.0,2.0,307.2,6144.0,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,EPO-DSR CAPSULE,ILS26G0336,10X1X10 BOX,GCB25008A,10.0,1.0,187.2,1872.0,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,EPO-LSR CAPSULES,ILS26G0382,10X1X10 BOX,GC26019,20.0,2.0,254.4,5088.0,2026-04-27
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,NEUROSIP SYRUP,ILS26G0140,200ML BOT,EHU-1373,25.0,0.0,96.0,2400.0,2026-04-10
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,NUPLEX-L FORTE SYRUP,ILS26G0336,200 ML,SM8209,131.0,13.0,27.84,3647.04,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,OMICLUB-369 CAP.,ILS26G0140,10X1X10 CAP,ALF0262B,30.0,3.0,192.0,5760.0,2026-04-10
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,REE-D3 NANO SHOTS,ILS26G0336,4X5 ML,THL25190,200.0,20.0,52.8,10560.0,2026-04-23
"[ISH06] - ISHA PHARMACEUTICALS, BALASORE",ISCON,VITSEE TAB.,ILS26G0140,10X15 TAB,EHV-192,1.0,0.0,163.2,163.2,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",BI-CURE,MET-G1 TABLET.,ILS26G0133,15X2X5 TAB,THT-25893,15.0,0.0,170.0,2550.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",BI-CURE,MET-G2 TABLET.,ILS26G0133,15X2X5 TAB,THT-25735,15.0,0.0,196.0,2940.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",BI-CURE,TELBICURE-CN TAB,ILS26G0133,10X10 BOX,VGT253787B,25.0,0.0,156.0,3900.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",BI-CURE,TELBICURE-AH TABLET,ILS26G0133,10X10 BOX,25RT0117A,25.0,0.0,153.0,3825.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,ACLON-TP TAB.,ILS26G0133,10X10 TAB,GAE26001,30.0,0.0,640.0,19200.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,CEFCON-200 TAB.,ILS26G0133,10X10 BOX,CTE26004H,30.0,0.0,495.0,14850.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,CEFCON-CV TAB.,ILS26G0133,10X6 TAB,CTL26005A,20.0,0.0,632.0,12640.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,DUAREP RESPULE (10X6X2.5ML),ILS26G0133,10X6 AMP,I2226004,6.0,0.0,280.0,1680.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,EPO-DSR CAPSULE,ILS26G0133,10X1X10 BOX,GCB25008A,50.0,0.0,195.0,9750.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,ISPO-200 TAB.,ILS26G0133,10X10 BOX,CTJ26004G,20.0,0.0,640.0,12800.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,KOOLRAFT SYRUP,ILS26G0133,150ML BOT,2603367,96.0,0.0,51.0,4896.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,LIFCO-D SYP.,ILS26G0133,100 ML,25KL012,200.0,0.0,19.0,3800.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,LIFCO-D TABLET,ILS26G0133,10X10 BOX,MT25176,25.0,0.0,80.0,2000.0,2026-04-10
"[J. 03] - J. R. PHARMA, HARIHAR",ISCON,MECO-SPAS TAB.,ILS26G0133,20X10 TAB,24RT0849C,6.0,0.0,143.0,858.0,2026-04-10
